Datetime,Adj close,Close,High,Low,Open,Volume
2025-07-22 03:45:00,1574.699951171875,1574.699951171875,1584.0999755859375,1569.300048828125,1578.800048828125,0
2025-07-22 04:45:00,1582.0,1582.0,1585.0,1573.300048828125,1574.699951171875,785128
2025-07-22 05:45:00,1580.0999755859375,1580.0999755859375,1585.800048828125,1576.699951171875,1582.0,537683
2025-07-22 06:45:00,1573.0999755859375,1573.0999755859375,1581.800048828125,1571.5,1580.0999755859375,714321
2025-07-22 07:45:00,1572.0,1572.0,1574.300048828125,1569.300048828125,1573.0999755859375,1106822
2025-07-22 08:45:00,1569.0,1569.0,1572.0,1567.0,1572.0,1387672
2025-07-22 09:45:00,1574.0,1574.0,1575.699951171875,1568.800048828125,1568.800048828125,847583
2025-07-23 03:45:00,1580.0999755859375,1580.0999755859375,1585.0999755859375,1573.0999755859375,1580.9000244140625,1315983
2025-07-23 04:45:00,1579.300048828125,1579.300048828125,1583.9000244140625,1575.800048828125,1580.300048828125,647113
2025-07-23 05:45:00,1585.300048828125,1585.300048828125,1586.300048828125,1577.300048828125,1579.4000244140625,1049043
2025-07-23 06:45:00,1581.300048828125,1581.300048828125,1591.699951171875,1580.0999755859375,1586.0999755859375,1278556
2025-07-23 07:45:00,1583.4000244140625,1583.4000244140625,1586.5999755859375,1579.5,1581.300048828125,844693
2025-07-23 08:45:00,1586.0999755859375,1586.0999755859375,1591.0,1581.699951171875,1583.300048828125,1595092
2025-07-23 09:45:00,1558.5999755859375,1558.5999755859375,1587.0999755859375,1550.699951171875,1586.300048828125,1250785
2025-07-24 03:45:00,1556.300048828125,1556.300048828125,1577.699951171875,1552.699951171875,1573.199951171875,0
2025-07-24 04:45:00,1560.800048828125,1560.800048828125,1564.800048828125,1554.0,1556.300048828125,1863032
2025-07-24 05:45:00,1552.199951171875,1552.199951171875,1561.5,1550.0,1560.699951171875,1532234
2025-07-24 06:45:00,1551.800048828125,1551.800048828125,1556.699951171875,1550.0,1552.300048828125,1269258
2025-07-24 07:45:00,1551.5,1551.5,1555.0,1549.0,1551.800048828125,1108514
2025-07-24 08:45:00,1552.699951171875,1552.699951171875,1555.4000244140625,1548.199951171875,1551.4000244140625,1930805
2025-07-24 09:45:00,1553.0,1553.0,1554.0,1550.199951171875,1552.699951171875,1425955
2025-07-25 03:45:00,1535.199951171875,1535.199951171875,1549.0999755859375,1528.0999755859375,1543.4000244140625,0
2025-07-25 04:45:00,1530.5,1530.5,1536.0,1529.9000244140625,1535.0,1969796
2025-07-25 05:45:00,1521.9000244140625,1521.9000244140625,1531.9000244140625,1521.300048828125,1530.4000244140625,1264840
2025-07-25 06:45:00,1520.0,1520.0,1524.0,1517.5,1521.9000244140625,1379300
2025-07-25 07:45:00,1514.5,1514.5,1521.300048828125,1513.0,1520.0,1361483
2025-07-25 08:45:00,1515.9000244140625,1515.9000244140625,1518.0,1511.300048828125,1514.0,2447180
2025-07-25 09:45:00,1518.5,1518.5,1518.5,1515.0,1515.800048828125,936871
2025-07-28 03:45:00,1510.0,1510.0,1510.4000244140625,1482.9000244140625,1509.5999755859375,0
2025-07-28 04:45:00,1506.0,1506.0,1512.0,1503.300048828125,1510.0,661449
2025-07-28 05:45:00,1507.699951171875,1507.699951171875,1511.9000244140625,1501.199951171875,1505.9000244140625,938098
2025-07-28 06:45:00,1508.699951171875,1508.699951171875,1514.5,1505.800048828125,1507.800048828125,431278
2025-07-28 07:45:00,1509.800048828125,1509.800048828125,1510.5,1504.699951171875,1508.800048828125,678100
2025-07-28 08:45:00,1518.5999755859375,1518.5999755859375,1519.0999755859375,1507.5,1510.0,1479779
2025-07-28 09:45:00,1512.4000244140625,1512.4000244140625,1518.9000244140625,1511.0,1518.5,638991
2025-07-29 03:45:00,1503.0,1503.0,1510.5,1496.300048828125,1507.0999755859375,0
2025-07-29 04:45:00,1505.800048828125,1505.800048828125,1505.9000244140625,1501.9000244140625,1503.0999755859375,713351
2025-07-29 05:45:00,1505.800048828125,1505.800048828125,1508.5,1501.9000244140625,1505.800048828125,984665
2025-07-29 06:45:00,1510.699951171875,1510.699951171875,1511.5999755859375,1504.9000244140625,1505.800048828125,516914
2025-07-29 07:45:00,1515.9000244140625,1515.9000244140625,1516.300048828125,1509.699951171875,1510.800048828125,670037
